question,question_ids,answer,answer_ids
s Cut @-@ Off along the lake,"[94, 11015, 204, 43, 24, 43, 3038, 1858, 248, 11061]", vera,39553
" and lead guitars, piano, ukulele","[273, 1210, 34917, 204, 23, 12382, 204, 23, 11535, 52312]",tz,14054
" blind archery, B3 archers must","[8778, 619, 34204, 204, 23, 341, 30, 619, 10690, 1309]",wer,5445
" mortality rate, it could still have been a","[14830, 2804, 204, 23, 334, 765, 1102, 413, 650, 241]",pack,4240
= = = Persian fleet = ,"[40, 204, 40, 204, 40, 34760, 14146, 204, 40, 204]", narrowly,47482
 = = = Recruiting process =,"[204, 40, 204, 40, 204, 40, 63269, 1200, 204, 40]",olog,856
 he was sympathetic to Sony's need to,"[332, 398, 31426, 271, 15311, 204, 18, 94, 662, 271]", Owens,42488
" In the example above, the "" free","[529, 248, 1945, 2267, 204, 23, 248, 204, 13, 1232]",ące,51739
. Beryl is voiced by Saeko Ch,"[25, 341, 62826, 304, 41417, 431, 5832, 925, 90, 636]", theoret,15425
" Land, Infrastructure, Transport and Tourism ","[6045, 204, 23, 25541, 204, 23, 11073, 273, 23265, 204]", Jeans,47778
= = Full @-@ scale demonstrations,"[40, 204, 40, 6242, 204, 43, 24, 43, 5588, 30211]",orny,51428
 The segmental elements are those that follow each other,"[390, 9536, 268, 4803, 362, 1014, 325, 1122, 1148, 599]", lar,30980
" being "" Holidays of Future Passed ""","[1003, 204, 13, 31238, 275, 11808, 6898, 269, 204, 13]", ally,30206
asa Merdika ( A Sense of Independence,"[15012, 5863, 79, 7639, 204, 19, 317, 31561, 275, 26530]", regretted,55232
4 Cran. ) 415 (,"[31, 32042, 204, 25, 204, 20, 204, 30137, 204, 19]",助,30631
" absorbed into Japanese artistic culture, deployed by such","[22185, 679, 6944, 14219, 3922, 204, 23, 18964, 431, 963]", prelim,17867
-@ commented on campaigns is Beauty is...,"[24, 43, 14654, 313, 11605, 304, 15805, 304, 204, 951]", Gest,30647
@ versus @-@ harm of antidepressants,"[43, 10516, 204, 43, 24, 43, 4572, 275, 44103, 1221]", prosecut,11939
", in Donegal, Mayo, Galway","[23, 272, 27585, 5470, 204, 23, 31482, 204, 23, 59231]", Coupons,42284
 32 is located near the western edge of the,"[204, 2485, 304, 3890, 2578, 248, 11627, 5753, 275, 248]", Latin,11158
". However, two days before the intended suspension","[25, 2071, 204, 23, 847, 1522, 996, 248, 6868, 15745]","
  
  ",46894
 Biscayne National Monument. The preserved area was,"[51008, 61206, 2926, 40132, 204, 25, 390, 22161, 1766, 398]", dirett,45342
" North Dakota ), with support from video","[3082, 19723, 204, 20, 204, 23, 335, 1164, 427, 2028]",ertime,39818
= = Opinion of the Court = ,"[40, 204, 40, 37626, 275, 248, 4941, 204, 40, 204]", bg,53257
" the scene where Owen, Derek and Mark take","[248, 5432, 881, 30787, 204, 23, 28583, 273, 5169, 980]", gioc,39618
= = 2009 season = ,"[40, 204, 40, 204, 853, 36, 2120, 204, 40, 204]", envoy,39541
 = = = Specifications = ,"[204, 40, 204, 40, 204, 40, 33652, 204, 40, 204]", McCorm,55565
= St Paul's Cathedral = ,"[40, 574, 4502, 204, 18, 94, 29170, 204, 40, 204]", Narrative,59471
= = Peptide bond formation = ,"[40, 204, 40, 2562, 51178, 7870, 9962, 204, 40, 204]", aqu,8137
"bird, an email client for Windows,","[15027, 204, 23, 267, 2572, 3637, 312, 4625, 204, 23]", clientele,43612
 turbulent and anxious ; the piece ends in quiet,"[48202, 273, 17578, 204, 38, 248, 3522, 7132, 272, 5810]", solver,48393
. The Rockets would reach the 1994 NBA,"[25, 390, 55562, 631, 3665, 248, 204, 1840, 31, 14682]",OUR,38731
 by the Confederacy. During the Battle of,"[431, 248, 29839, 1754, 204, 25, 6599, 248, 14729, 275]",243,27997
 tradition in the Fieschi letter. Edward,"[8551, 272, 248, 378, 424, 7576, 4911, 204, 25, 13865]",Blood,33640
= Turtle ( submersible ) ,"[40, 49188, 204, 19, 3823, 358, 840, 204, 20, 204]", Sawyer,64768
"antas, was demoted to short haul flights","[49158, 204, 23, 398, 1367, 7274, 271, 1866, 27185, 12046]", Cl,1156
" the following month, Carroll assessed the mistakes that","[248, 1863, 1325, 204, 23, 30497, 17552, 248, 10694, 325]", Development,5395
 and Scully cross paths with a pair of dopp,"[273, 1537, 17462, 3517, 14200, 335, 241, 5449, 275, 46444]", grub,62215
",@ 583 attended over the course of the","[23, 43, 204, 50420, 10013, 648, 248, 1668, 275, 248]", cultured,44202
 = = = Political geography =,"[204, 40, 204, 40, 204, 40, 19047, 29565, 204, 40]", Vag,55755
 Civic Union. He was helped by the clergy,"[34260, 6824, 204, 25, 707, 398, 4664, 431, 248, 43748]", Sie,4608
 the Colorado Avalanche during a game on March ,"[248, 9651, 31604, 7115, 1365, 241, 1404, 313, 3102, 204]",随着,63288
 = = = = 188,"[204, 40, 204, 40, 204, 40, 204, 40, 204, 9892]",如此,29759
 not something that suited her. Madonna said ,"[416, 1252, 325, 15941, 573, 204, 25, 45865, 746, 204]",token,15733
" Omarska and its vicinity "" said Am","[12946, 1099, 2695, 273, 701, 31668, 204, 13, 746, 1731]", telecommunications,38355
 = = = Prose Edda,"[204, 40, 204, 40, 204, 40, 873, 321, 22042, 76]", recurs,26395
 the unit was again designated A Company of the ,"[248, 4871, 398, 968, 14664, 317, 4927, 275, 248, 204]", prog,14456
" of the native Agri, Koli and","[275, 248, 7863, 2883, 365, 204, 23, 531, 7449, 273]", sol,1642
= = Reception and home media release =,"[40, 204, 40, 41035, 273, 1081, 2398, 3586, 204, 40]",是个,55204
"1977 the first resident crew, Yuri Roman","[3344, 34, 248, 772, 11548, 8994, 204, 23, 58186, 10112]", disproportionate,57006
 dark matter and dark energy. These are now,"[3073, 2553, 273, 3073, 2399, 204, 25, 2050, 362, 849]", Deutsche,41444
 = = = 1925 edition,"[204, 40, 204, 40, 204, 40, 204, 6182, 32, 8453]",cence,35531
" a transfer to the Washington Senators, but Washington","[241, 4450, 271, 248, 4868, 43266, 204, 23, 480, 4868]",zej,21668
14 miles ( 22 @.@,"[1279, 4794, 204, 19, 204, 1671, 204, 43, 25, 43]", rgba,54576
" = = Recruitment, selection and training","[204, 40, 204, 40, 25224, 204, 23, 5080, 273, 2555]", stocks,11248
 = = Drainage basin = ,"[204, 40, 204, 40, 36370, 484, 34290, 204, 40, 204]",uce,9847
– 10 ° C ( 77 ,"[600, 204, 696, 20691, 319, 204, 19, 204, 5472, 204]", Republican,9771
 and loading and unloading goods was at best strenuous and,"[273, 14320, 273, 59746, 7238, 398, 388, 935, 56623, 273]", locales,36151
 = = Explanatory notes =,"[204, 40, 204, 40, 8197, 257, 2803, 5948, 204, 40]",additional,54939
= = Submissions = = ,"[40, 204, 40, 4365, 35603, 204, 40, 204, 40, 204]", Ka,15214
"yer concedes, "" Pool hustlers","[5799, 347, 17649, 204, 23, 204, 13, 17387, 28042, 10017]", completed,5326
 the Hebrew Theological College Alumni from 1936 to,"[248, 22984, 55458, 4440, 33751, 427, 204, 6128, 33, 271]", Statistics,19333
 the 1960s. A statue was,"[248, 204, 3954, 27, 94, 204, 25, 317, 21672, 398]",ibile,14955
" with the University of Pennsylvania, and have an","[335, 248, 2000, 275, 12026, 204, 23, 273, 413, 267]", clutching,57082
= = Growing popularity = = ,"[40, 204, 40, 29954, 12301, 204, 40, 204, 40, 204]", declaring,33724
 = = Awards and nominations = ,"[204, 40, 204, 40, 10945, 273, 35738, 204, 40, 204]", tempor,11155
"ac Township, Ontario, Rideau Lakes","[310, 27123, 204, 23, 13805, 204, 23, 24955, 540, 21506]",Hu,33137
" director of the Air film, Osamu","[5219, 275, 248, 3780, 2675, 204, 23, 10743, 311, 96]", Court,4941
" = = Design, style,","[204, 40, 204, 40, 4262, 204, 23, 2685, 204, 23]", reckon,45697
"oughton Library, Harvard University, Cambridge ","[58774, 7752, 204, 23, 15764, 2000, 204, 23, 15570, 204]",东西,30664
 and prayer ( lines 28 and 29,"[273, 10477, 204, 19, 4261, 204, 2086, 273, 204, 2237]",648,53758
 of Matthew Hale's Pleas of the,"[275, 13854, 43958, 204, 18, 94, 18709, 277, 275, 248]", angu,43300
 remained at Chatham until September 1914 when,"[8895, 388, 636, 42316, 1725, 3278, 204, 6474, 31, 635]",valueOf,46099
al Hotel and Oberoi Trident = ,"[268, 7536, 273, 24755, 5214, 1330, 933, 204, 40, 204]", commande,44313
 = = Slalom = =,"[204, 40, 204, 40, 4182, 47900, 204, 40, 204, 40]", Stad,46876
 most commonly in winter and spring. In the,"[758, 8906, 272, 5595, 273, 5625, 204, 25, 529, 248]",resolve,32256
= = Reinforcement disorders = =,"[40, 204, 40, 25227, 8178, 12265, 204, 40, 204, 40]",oodles,39542
 Victories 8 – 57 =,"[7197, 1662, 204, 35, 204, 600, 204, 5831, 204, 40]", justices,63010
" Northwestern University Law School Alumni Association, LaS","[41782, 2000, 3950, 2793, 33751, 5168, 204, 23, 2284, 62]", gosh,43205
" the team was secure for one more season,","[248, 1255, 398, 4952, 312, 532, 520, 2120, 204, 23]", wid,3556
 = One @-@ day races ,"[204, 40, 2146, 204, 43, 24, 43, 1002, 13325, 204]", otra,22260
 = Ojo de Agua Raid ,"[204, 40, 432, 6483, 336, 2883, 4951, 8704, 300, 204]", respected,17978
 end of the war in May 1945 ,"[991, 275, 248, 2694, 272, 1896, 204, 5387, 32, 204]",649,48964
 = Peace ( 1781 –,"[204, 40, 13488, 204, 19, 204, 16790, 28, 204, 600]", esfuer,49824
" Museum ( 2012 ),","[7189, 204, 19, 204, 626, 29, 204, 20, 204, 23]", Gotta,57840
" a checkmate, contradicts the hypocr","[241, 1683, 12686, 204, 23, 15326, 15398, 248, 6552, 3363]", conjunto,44722
on kills Micah Hoffman in a murder @-,"[245, 20772, 64524, 41612, 272, 241, 9510, 204, 43, 24]",Guar,63181
 intake of 250 µg for pregnant and breastfeeding women,"[14250, 275, 204, 5909, 61983, 312, 10467, 273, 29883, 1920]", Tin,34315
 protected by large numbers of German anti @-,"[5720, 431, 1902, 4169, 275, 6438, 4630, 204, 43, 24]", differential,24041
" "" bit different, but the music ","[204, 13, 1673, 1104, 204, 23, 480, 248, 2298, 204]", ABOUT,44819
 = = Impact on prey species =,"[204, 40, 204, 40, 14854, 313, 25269, 6114, 204, 40]", systém,60084
 = = Challenging the incumbent =,"[204, 40, 204, 40, 10413, 50771, 248, 37437, 204, 40]",cu,11505
""" of the subject made the film "" unique","[13, 275, 248, 2828, 1021, 248, 2675, 204, 13, 2849]",eed,3287
", cadmium and other pollutants at several times","[204, 23, 12299, 59609, 273, 599, 41749, 388, 1988, 1762]", Lack,36602
= = Public image = = ,"[40, 204, 40, 4908, 3203, 204, 40, 204, 40, 204]", promo,19242
= = = In captivity = ,"[40, 204, 40, 204, 40, 529, 58793, 204, 40, 204]", setzt,63101
" she chose. Bede, writing in","[674, 7233, 204, 25, 8278, 80, 204, 23, 2607, 272]", delicious,6625
"; during January and February that year, the","[38, 1365, 3675, 273, 4286, 325, 649, 204, 23, 248]", número,28376
 = = = Related media and merchandise,"[204, 40, 204, 40, 204, 40, 17452, 2398, 273, 18018]", questo,11057
= Reformation after hiatus ( 2014 ,"[40, 64823, 852, 50312, 204, 19, 204, 626, 31, 204]", Char,5404
" Muse, The Gazette, Le Gabote","[29822, 204, 23, 390, 46217, 204, 23, 1135, 13357, 1401]",NK,49848
" episode a seven out of ten, denoting","[6699, 241, 5144, 495, 275, 3020, 204, 23, 2007, 15147]", acidic,38438
" her "", despite her own lack of","[573, 204, 13, 204, 23, 5643, 573, 946, 3795, 275]",Upload,31966
" More recently, Gingrich has advocated replacing the","[2671, 3358, 204, 23, 61311, 7936, 504, 45452, 15951, 248]",anger,3255
 = Testing and evaluation = = ,"[204, 40, 18571, 273, 9271, 204, 40, 204, 40, 204]", evaluate,10734
= = = Performance of the rebuilt locom,"[40, 204, 40, 204, 40, 11398, 275, 248, 40289, 44568]", Kill,21418
 include : Nickelodeon's made,"[1965, 204, 37, 39570, 1085, 245, 204, 18, 94, 1021]", fork,20145
 be built. This design can be incorporated with,"[314, 3426, 204, 25, 735, 1168, 418, 314, 16902, 335]",尝,62358
" Dominique Maurin as Tonio, the young","[56784, 21471, 242, 345, 17250, 752, 204, 23, 248, 2115]", energía,48043
" ; and Omar Khayyám,","[204, 38, 273, 40725, 12151, 316, 100, 13306, 204, 23]", reddish,56101
" = = "" Scotch Arthurs ","[204, 40, 204, 40, 204, 13, 54210, 46028, 1456, 204]", listened,16211
 @-@ Fi north of the creek about,"[204, 43, 24, 43, 26878, 6775, 275, 248, 37339, 544]",iffany,31382
 = = Meteorological history = ,"[204, 40, 204, 40, 49045, 3069, 2488, 204, 40, 204]", quiero,53119
 to reflect that the gill dropped in volume as,"[271, 4465, 325, 248, 294, 350, 7623, 272, 5991, 345]",cha,4733
 Paralympics = = = ,"[56366, 1195, 55261, 204, 40, 204, 40, 204, 40, 204]", Arctic,25900
 improvement and population growth. Roads and quays,"[7750, 273, 4558, 3047, 204, 25, 44853, 273, 453, 592]",ält,17203
 declaration was announced by Sabah's first,"[21768, 398, 4734, 431, 12116, 943, 204, 18, 94, 772]",ipeg,38735
 and honor. Several of these reviews commented on,"[273, 8475, 204, 25, 14776, 275, 783, 4272, 14654, 313]",ell,433
 = Operations = = = ,"[204, 40, 16352, 204, 40, 204, 40, 204, 40, 204]",=/,53993
 predecessor to Middle Chinese. The specific origins of,"[33109, 271, 8705, 5506, 204, 25, 390, 2005, 21797, 275]",WW,30075
", took up photography and sometimes they went to","[204, 23, 2065, 510, 10097, 273, 3575, 506, 2129, 271]",enso,37750
 soundtrack album from the show was released in 200,"[28032, 5026, 427, 248, 1049, 398, 4171, 272, 204, 853]", Grain,42503
" this, where only one round is allowed as","[414, 204, 23, 881, 736, 532, 3369, 304, 4217, 345]",bart,42993
" Commentator, controversy and personal life =","[10669, 1322, 204, 23, 21681, 273, 1890, 1063, 204, 40]", Zy,54612
 571 : Bedcanford = ,"[204, 46147, 204, 37, 8278, 6341, 4219, 204, 40, 204]", clinics,21632
 = = Distribution and conservation = ,"[204, 40, 204, 40, 27480, 273, 14528, 204, 40, 204]", cheesecake,50166
= = Future processors = = ,"[40, 204, 40, 11808, 27993, 204, 40, 204, 40, 204]",inside,47879
 Martin was known for having become independent at a time,"[7772, 398, 2245, 312, 1728, 1904, 5907, 388, 241, 601]", Loyalty,61084
 of numbering the frieze blocks dates back,"[275, 1386, 263, 248, 261, 3154, 1372, 9083, 8422, 743]", causal,39263
" rhythm guitar, vocals ( 1968","[18410, 9556, 204, 23, 23909, 204, 19, 204, 3954, 35]", Lif,16229
 Nova Gradiška became inaccessible to the government,"[25848, 1758, 12625, 4256, 2695, 3569, 51819, 271, 248, 2183]", avenue,36356
" week commencing April 23, 199","[1356, 713, 6661, 3242, 204, 1871, 204, 23, 204, 1840]",amp,1006
 = = Latest parliamentary election = ,"[204, 40, 204, 40, 19528, 38893, 6675, 204, 40, 204]",ści,6741
 = = = Trade dress =,"[204, 40, 204, 40, 204, 40, 11926, 4501, 204, 40]",Lastly,33454
= Notation and diagrams = = ,"[40, 2203, 326, 273, 35079, 204, 40, 204, 40, 204]", Stress,22817
 environmental issues. It was produced by former Miss,"[6348, 2356, 204, 25, 605, 398, 5422, 431, 3734, 5155]", viagra,10432
". Shearsmith said that, at","[204, 25, 1261, 1099, 18446, 746, 325, 204, 23, 388]", marketplace,14134
" its original broadcast on the Fox network, ","[701, 3086, 10528, 313, 248, 10685, 3041, 204, 23, 204]",Town,38006
" Albert, near Wagga Wagga,","[17018, 204, 23, 2578, 41494, 3758, 41494, 3758, 204, 23]", Harl,44761
", the Gilbert Islands, and Guam","[204, 23, 248, 29906, 17059, 204, 23, 273, 2172, 311]",OL,4010
. Mincham observes a mood or aff,"[204, 25, 2387, 327, 311, 52491, 241, 8914, 379, 1525]",creating,59849
" — ordered forces on Sword, Juno","[204, 791, 8552, 6389, 313, 35989, 204, 23, 7843, 90]",Agreed,62877
 the 1963 season to become an investment firm,"[248, 204, 3954, 30, 2120, 271, 1904, 267, 4304, 3791]", tasted,26225
= = = Disputed friendship =,"[40, 204, 40, 204, 40, 3219, 61193, 14698, 204, 40]", parf,27601
" regions were named after him, with the city","[8943, 646, 5200, 852, 801, 204, 23, 335, 248, 2295]",pack,4240
" 2. Bang, Pt.","[204, 29, 204, 25, 9772, 204, 23, 45754, 204, 25]","%,",8217
= = The Great Carrying Place =,"[40, 204, 40, 390, 4212, 2254, 11452, 8474, 204, 40]", calibrated,61063
", the importation of foreign rodents is prohibited in","[23, 248, 1126, 326, 275, 5427, 52560, 304, 21109, 272]", prohib,11054
 the Beatles'Abbey Road ( 196,"[248, 31948, 204, 18, 32803, 5341, 204, 19, 204, 3954]",挑,60647
 league basketball and baseball player and also played quarterback on,"[9285, 11563, 273, 11486, 3850, 273, 614, 3983, 20124, 313]", realm,17264
" FORTH, Inc. in 1973","[10043, 6028, 204, 23, 3670, 25, 272, 204, 3344, 30]",organ,8267
" to fictional countries of his own devising,","[271, 27184, 3354, 275, 545, 946, 1612, 2037, 204, 23]", desired,8666
" cities, leading to a progressive and universalist","[6410, 204, 23, 3736, 271, 241, 13163, 273, 12656, 383]", Pat,3399
 30 trips between the two cities in January ,"[204, 1067, 11296, 1192, 248, 847, 6410, 272, 3675, 204]", secure,4952
 and Engineered at Ethernet Studios in Los Angeles ,"[273, 5459, 1263, 388, 32145, 19930, 272, 6254, 7891, 204]", Suit,41773
.. says : — A gentleman had,"[204, 513, 1815, 204, 37, 204, 791, 317, 23034, 618]",Gi,34755
" Hermione Granger, one of Harry's","[59216, 64842, 204, 23, 532, 275, 9898, 204, 18, 94]",pa,5408
" and production of 2 @,@ ","[273, 3146, 275, 204, 29, 204, 43, 23, 43, 204]", hombre,31232
" Occasionally, influenza can cause severe illness including primary","[47792, 204, 23, 23076, 418, 2887, 6362, 8056, 1497, 4614]",SG,50834
= = = Breeding = ,"[40, 204, 40, 204, 40, 5590, 9464, 204, 40, 204]",Disk,47390
 = Byzantine period = = ,"[204, 40, 52796, 43601, 2397, 204, 40, 204, 40, 204]", Brittany,47055
 = = = Equipment = ,"[204, 40, 204, 40, 204, 40, 13223, 204, 40, 204]",bies,25229
 Murray's Victoria Cross appeared in a supplement,"[20182, 204, 18, 94, 12722, 7942, 6248, 272, 241, 7493]", arous,35380
 appearance on The Vontella Show as the relationship,"[6668, 313, 390, 553, 669, 2598, 6243, 345, 248, 2392]",getLogger,53551
 stars came in 1610 when Galileo Galile,"[6631, 2001, 272, 204, 19248, 27, 635, 58360, 90, 58360]", offline,16964
 The lowest value in the watershed is that of East,"[390, 11348, 1881, 272, 248, 48902, 304, 325, 275, 4704]", Ich,16744
 = = Second World War = ,"[204, 40, 204, 40, 7448, 2889, 3710, 204, 40, 204]", Employers,44633
 the bridge. It was one of her largest,"[248, 9336, 204, 25, 605, 398, 532, 275, 573, 5141]", Gareth,64957
" be excited and ionized, causing the aur","[314, 5565, 273, 20010, 1190, 204, 23, 8559, 248, 19635]",16,1243
 = = Social engagement and charity =,"[204, 40, 204, 40, 5242, 8226, 273, 13730, 204, 40]",Hash,16833
 which may have been up to 60 centimet,"[585, 724, 413, 650, 510, 271, 204, 1938, 1376, 35148]", allies,19953
et wrote to his mother @-@ in,"[289, 4347, 271, 545, 3116, 204, 43, 24, 43, 272]", synthes,28351
" After his ascension, he was given authority","[2539, 545, 14141, 2874, 204, 23, 332, 398, 2132, 7594]", streamline,32709
" Urner Goodman Camping Award, recognizing lodges","[8520, 954, 45672, 36042, 7527, 204, 23, 25321, 21301, 2771]",BET,59454
. The applicable forms of uncertainty have been categor,"[204, 25, 390, 10218, 5244, 275, 14351, 413, 650, 17939]", bereits,22088
= = The Crickets recording = ,"[40, 204, 40, 390, 4309, 13511, 9321, 204, 40, 204]",add,2208
"25 @,@ 000 and 60","[1395, 204, 43, 23, 43, 204, 1321, 273, 204, 1938]", stone,6312
"6, a limited edition vinyl version of the","[33, 204, 23, 241, 3991, 8453, 17407, 2684, 275, 248]",athering,59992
 guide tubes. The treatment plan is sent to,"[4170, 21014, 204, 25, 390, 2820, 1353, 304, 2279, 271]",eral,2223
" M @-@ rated game, and","[331, 204, 43, 24, 43, 13420, 1404, 204, 23, 273]",wno,24844
" desert west of Tennant Creek, Northern Territory","[13378, 9158, 275, 40806, 384, 12160, 204, 23, 10536, 39123]",aland,9800
" the video, she is wearing a Brian L","[248, 2028, 204, 23, 674, 304, 6605, 241, 11692, 393]", Rais,32500
", the storm produced waves of 25 ","[204, 23, 248, 7695, 5422, 11612, 275, 204, 1395, 204]", recreate,37452
"5 to 1677, when he died","[32, 271, 204, 21635, 34, 204, 23, 635, 332, 4841]", homemade,17566
" America, signing with the Vancouver Canucks ","[3328, 204, 23, 11680, 335, 248, 16510, 1853, 7344, 204]",url,4584
 the Inner London Borough of Islington and the Outer,"[248, 30795, 4414, 51316, 275, 1482, 18841, 273, 248, 42543]", motorist,59338
" of Lem's retrospective essay "" Thirty","[275, 24840, 204, 18, 94, 39376, 6323, 204, 13, 42734]", nearing,47939
off and directed by Bill D 'Elia,"[2710, 273, 9009, 431, 6216, 361, 204, 18, 5337, 494]", Angle,40033
" one loss, one draw, one win","[532, 2690, 204, 23, 532, 3181, 204, 23, 532, 1596]", creep,18812
" Two years later he signed for PSV,","[5878, 909, 2185, 332, 6604, 312, 10400, 65, 204, 23]", kommt,26725
 husband's protector = = ,"[4723, 204, 18, 94, 35004, 204, 40, 204, 40, 204]",orious,13293
. She died of a fever in 191,"[204, 25, 1261, 4841, 275, 241, 16026, 272, 204, 6474]", binds,45699
" the working population farms, and agriculture constituted an","[248, 1660, 4558, 18795, 204, 23, 273, 15619, 45204, 267]", derzeit,58469
"roidal figure, accounted for the precession","[3901, 268, 4454, 204, 23, 27072, 312, 248, 634, 42287]",111,11282
 border between Bangladesh and West Bengal at the mouth of,"[6892, 1192, 21678, 273, 3431, 30103, 388, 248, 4885, 275]", två,56261
 @-@ 85052 @-,"[204, 43, 24, 43, 204, 20912, 6265, 204, 43, 24]",sembled,45025
) on a single plant ( monoecious,"[20, 313, 241, 2278, 3293, 204, 19, 40443, 705, 716]", stitches,31313
awlin's reign is more likely to,"[1170, 3977, 204, 18, 94, 19274, 304, 520, 2486, 271]", ove,32140
 lands of the indigenous population remained in their control until,"[13715, 275, 248, 22837, 4558, 8895, 272, 525, 1873, 1725]", Always,13800
 = = Regular cast = =,"[204, 40, 204, 40, 17109, 4522, 204, 40, 204, 40]", MLB,27414
 the first aircraft was officially handed over on 4,"[248, 772, 10872, 398, 11837, 13033, 648, 313, 204, 31]", alert,10578
", and may reach up to 13 cm ","[23, 273, 724, 3665, 510, 271, 204, 1313, 6401, 204]", sectional,42348
. The most optimal water habitat in the watershed is,"[25, 390, 758, 12087, 1391, 21412, 272, 248, 48902, 304]", Wooden,39754
", Texas, Leggett attended Southern University in","[23, 5186, 204, 23, 6929, 49032, 10013, 9338, 2000, 272]",Hmmm,59520
 the ad industry's public approval index ,"[248, 489, 2354, 204, 18, 94, 1202, 9198, 5634, 204]", nature,3415
", macrophages, lymphocytes and mast cells )","[23, 57131, 204, 23, 60878, 273, 15543, 4494, 204, 20]",tea,53245
ukh Khan ) in a survey conducted by T,"[63677, 17080, 204, 20, 272, 241, 6414, 7819, 431, 301]", DSL,39733
"us. Several elements of the game,","[359, 204, 25, 14776, 4803, 275, 248, 1404, 204, 23]", jouer,45510
 in Haley Farm State Park now totaling 267 acres,"[272, 53515, 8491, 2683, 3134, 849, 49420, 204, 32306, 15567]", caffeine,24152
 Soviet invasion of Czechoslovakia in August,"[16023, 18042, 275, 19591, 363, 20089, 452, 494, 272, 3333]", dock,16084
 by Saint @-@ Saëns tried,"[431, 10481, 204, 43, 24, 43, 5832, 15501, 5771, 3506]",475,35982
 of the house team which had won that term ,"[275, 248, 1820, 1255, 585, 618, 2107, 325, 1650, 204]",thel,36928
 = = Hydropower = ,"[204, 40, 204, 40, 12131, 1256, 896, 204, 40, 204]", Pablo,34379
 team's farm system. Umbricht,"[1255, 204, 18, 94, 4062, 1092, 204, 25, 49117, 14059]", Gluten,40953
 by high school athletes in both years in the respective,"[431, 986, 1473, 12634, 272, 1216, 909, 272, 248, 12596]",get,710
 = Race Against Me = = ,"[204, 40, 15658, 20508, 2054, 204, 40, 204, 40, 204]", Michelle,18574
 out horrific biological and psychological experiments that he would have,"[495, 33256, 13786, 273, 12291, 13837, 325, 332, 631, 413]", since,1428
= = = Marketing = =,"[40, 204, 40, 204, 40, 7586, 204, 40, 204, 40]",esan,32146
= French battleship Jauréguiberry,"[40, 5063, 18532, 973, 462, 2570, 465, 3493, 4744, 547]",ements,3387
" the 20th century, the largest ge","[248, 204, 423, 420, 5594, 204, 23, 248, 5141, 2487]",baum,33884
" two percent of Yogos are purple, due","[847, 2613, 275, 42708, 363, 362, 14312, 204, 23, 2159]",rog,8152
 been used in several major motion pictures including The Italian,"[650, 1042, 272, 1988, 2084, 7276, 4842, 1497, 390, 8103]",�,5024
= = = Cadet nurses =,"[40, 204, 40, 204, 40, 20862, 289, 16672, 204, 40]", rape,17712
 = = Agriculture = = ,"[204, 40, 204, 40, 19777, 204, 40, 204, 40, 204]", Archer,47327
 local mason @-@ architect. Robert,"[1783, 39773, 204, 43, 24, 43, 5879, 204, 25, 7022]",itut,2544
" sample was taken died ), and N","[6613, 398, 2629, 4841, 204, 20, 204, 23, 273, 409]",DOC,52514
 years by wiggle @-@ matching ,"[909, 431, 27969, 2099, 204, 43, 24, 43, 11575, 204]",902,40363
 depart the stage. Spears began the show during,"[7178, 248, 4204, 204, 25, 52515, 3465, 248, 1049, 1365]", implicated,51301
 I was the accepted diagnosis through most of the ,"[295, 398, 248, 7177, 10613, 788, 758, 275, 248, 204]", Memories,48089
. Retrieved 20 May 2015 ,"[204, 25, 18934, 204, 423, 1896, 204, 626, 32, 204]", capped,40202
 was to be allowed to burn down and that he,"[398, 271, 314, 4217, 271, 4538, 901, 273, 325, 332]", v,354
 = = = Hyundai = ,"[204, 40, 204, 40, 204, 40, 34029, 204, 40, 204]",�,6087
 an oven and a 5 @.@,"[267, 9436, 273, 241, 204, 32, 204, 43, 25, 43]",包括,52845
 make funds available for the development of the upcoming Space,"[717, 5374, 1433, 312, 248, 2138, 275, 248, 8229, 9058]", wym,29133
 at a Best Buy store in New York City the,"[388, 241, 3655, 6643, 2946, 272, 1184, 2798, 2681, 248]", contaminants,38729
 construction was so delayed that he died shortly before Queen,"[4474, 398, 485, 16648, 325, 332, 4841, 13134, 996, 8971]", measuring,15297
", headed by Norman C. Raff and Frank","[204, 23, 10227, 431, 24935, 319, 25, 59915, 273, 6425]", Nairobi,47021
 = Reception and accolades = = ,"[204, 40, 41035, 273, 54958, 204, 40, 204, 40, 204]", degener,27912
 as Chief of the Air Staff = =,"[345, 7825, 275, 248, 3780, 10745, 204, 40, 204, 40]", shotgun,40450
 of the Great Dark Spot and received the nickname ,"[275, 248, 4212, 8892, 12888, 273, 3245, 248, 31696, 204]",bian,14420
 = = = Ancient Greek and Roman,"[204, 40, 204, 40, 204, 40, 25610, 10111, 273, 10112]",intérêt,61209
 ICASA announced that it would hold public hearings on,"[12871, 48447, 4734, 325, 334, 631, 1975, 1202, 32196, 313]",120,5959
" the lead back to Hamilton, who came in","[248, 1210, 743, 271, 14382, 204, 23, 569, 2001, 272]", consid,26415
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]",illy,8129
 = = = Used nuclear fuels ,"[204, 40, 204, 40, 204, 40, 14324, 9048, 23865, 204]",álogo,60869
= = Verdict and sentences = =,"[40, 204, 40, 64453, 273, 17900, 204, 40, 204, 40]",assen,11675
