question,question_ids,answer,answer_ids
 Analyzing the pollen sequences at the site showed a steppe e,"[29871, 11597, 12339, 292, 278, 1248, 2435, 15602, 472, 278, 3268, 10018, 263, 1886, 4798, 321]",isan,21603
living in a Regency @-@ style house converted from the housing that had,"[8471, 297, 263, 2169, 3819, 732, 29899, 29992, 3114, 3699, 11543, 515, 278, 27261, 393, 750]",шей,14337
"133 , which has a half @-@ life of approximately 1","[29896, 29941, 29941, 1919, 607, 756, 263, 4203, 732, 29899, 29992, 2834, 310, 14235, 29871, 29896]",whose,5069
"These attacks did not occur , however , as the landings at Port Mores","[4525, 16661, 1258, 451, 6403, 1919, 3138, 1919, 408, 278, 2982, 886, 472, 3371, 341, 2361]",ї,30028
71 points behind the leader Johnson and seven ahead of Tony Stewart . Chev,"[29955, 29896, 3291, 5742, 278, 11822, 11717, 322, 9881, 14432, 310, 15293, 22389, 869, 6561, 29894]",esse,5340
"on a mound , defended by around 200 – 3","[373, 263, 286, 618, 1919, 822, 2760, 491, 2820, 29871, 29906, 29900, 29900, 785, 29871, 29941]",cidade,17931
", for which Moosally was disciplined . The Navy stated that the def","[1919, 363, 607, 4546, 359, 635, 471, 17119, 1312, 869, 450, 13166, 8703, 393, 278, 822]",lag,3110
"ationally wanted fascists , such as Ante Pavelić , Carlo Sc","[362, 635, 5131, 21028, 2879, 1919, 1316, 408, 530, 371, 20096, 5037, 30063, 1919, 15021, 2522]",llamado,27329
mechanical braking problems and made an emergency stop in the Berkeley Hills T,"[28310, 4105, 9292, 4828, 322, 1754, 385, 11176, 14703, 5040, 297, 278, 2292, 27279, 24128, 323]",.<,19423
than just by road . This is more sustainable as it reduces the amount,"[1135, 925, 491, 6520, 869, 910, 338, 901, 15075, 475, 519, 408, 372, 26830, 278, 5253]",crim,15116
"arsal for one of these entertainments , Ages Ago ( 1","[1503, 284, 363, 697, 310, 1438, 22684, 1860, 1919, 319, 2710, 319, 1484, 313, 29871, 29896]",Sequ,16941
"entrance gates are decorated with a globe supported by dolphins , while","[19546, 29341, 526, 10200, 630, 411, 263, 15482, 915, 6969, 491, 8828, 561, 1144, 1919, 1550]",mai,5530
"9 Best of Chicago , "" named as one of three under the category of ""","[29929, 6407, 310, 10059, 1919, 376, 4257, 408, 697, 310, 2211, 1090, 278, 7663, 310, 376]",ichi,18544
"on the other they sound like a huge global artist . "" In 20","[373, 278, 916, 896, 6047, 763, 263, 12176, 5534, 7664, 869, 376, 512, 29871, 29906, 29900]",ied,1000
127 kg ( 280 lb ) . The turt,"[29871, 29896, 29906, 29955, 12118, 313, 29871, 29906, 29947, 29900, 27981, 1723, 869, 450, 260, 4227]",week,18448
"e , or caterpillars , consume plant leaves and spend practically","[29872, 1919, 470, 274, 1008, 29886, 453, 1503, 1919, 29151, 8024, 11308, 322, 18864, 4120, 1711]",.):,9575
men . The ships stopped briefly in Stromness Harbour in the Ork,"[1757, 869, 450, 13968, 11084, 23359, 297, 624, 456, 2264, 3536, 6526, 297, 278, 1394, 29895]",amer,7902
"school 's leading batting average , scoring 447 runs at an","[3762, 525, 29879, 8236, 8957, 292, 6588, 1919, 26654, 29871, 29946, 29946, 29955, 6057, 472, 385]",ao,6241
"down with Loxton incapacitated by injury , but scraped","[1623, 411, 4309, 486, 265, 297, 5030, 562, 22731, 491, 24092, 1919, 541, 885, 2390, 287]",людей,25787
 Abigail Morris ( b . 8 / 2 / 1,"[29871, 1976, 335, 737, 23112, 313, 289, 869, 29871, 29947, 847, 29871, 29906, 847, 29871, 29896]",techn,21695
"Cold War years . Left over from the Cold War are numbers stations , which are","[26731, 3362, 2440, 869, 19941, 975, 515, 278, 26731, 3362, 526, 3694, 16355, 1919, 607, 526]",kilomet,19543
"assing was played by Brian Huskey , who Schur called a "" fant","[465, 292, 471, 5318, 491, 15733, 24287, 1989, 1919, 1058, 1102, 332, 2000, 263, 376, 13568]",strength,9324
"of the episode , Mork , Mindy and Bickley ( Tom Post","[310, 278, 12720, 1919, 341, 548, 1919, 20152, 29891, 322, 350, 860, 2330, 313, 4335, 4918]",though,2466
31 . A further realignment of M @-@ 36 resulted,"[29941, 29896, 869, 319, 4340, 1855, 10194, 310, 341, 732, 29899, 29992, 29871, 29941, 29953, 20601]",ira,3055
"@-@ Demosthenes , who seems to have worked on many of","[732, 29899, 29992, 4432, 520, 3169, 267, 1919, 1058, 2444, 304, 505, 3796, 373, 1784, 310]",gut,22341
"since inception , work on a new tank had begun as early as March ","[1951, 297, 1441, 1919, 664, 373, 263, 716, 23735, 750, 23580, 408, 4688, 408, 4779, 29871]",>/,20690
"center . Here , the two routes cross the right @-@ of @-","[4818, 869, 2266, 1919, 278, 1023, 12049, 4891, 278, 1492, 732, 29899, 29992, 310, 732, 29899]",Steve,13981
"57 , "" The Ministry of Lost Souls "" is the album '","[29871, 29945, 29955, 1919, 376, 450, 20886, 310, 25133, 9194, 3137, 376, 338, 278, 3769, 525]",Hash,10438
staff supervision of 169 military customs inspection programs operated by,"[13925, 2428, 4924, 310, 29871, 29896, 29953, 29929, 9121, 2888, 29879, 1663, 27988, 11104, 19623, 491]",terre,18249
"observing the Pachvi ceremony , after delivery of a child in the family","[5366, 1747, 278, 349, 496, 1403, 25672, 1919, 1156, 28289, 310, 263, 2278, 297, 278, 3942]",''',12008
17 years earlier . Jackson was said to have ridiculed T,"[29871, 29896, 29955, 2440, 8859, 869, 11886, 471, 1497, 304, 505, 8177, 293, 29884, 839, 323]",vendor,19167
actual pregnancy Pam did not appear in the episode . The Season Eight,"[3935, 758, 5138, 6906, 25281, 1258, 451, 2615, 297, 278, 12720, 869, 450, 24791, 382, 523]",published,6369
"much more technically difficult rhythms , such as the shime grip","[1568, 901, 5722, 1711, 5189, 18178, 1541, 1516, 1919, 1316, 408, 278, 528, 603, 330, 6472]",Pac,9790
"to complete the course as fast as possible and with as few crashes , known in","[304, 4866, 278, 3236, 408, 5172, 408, 1950, 322, 411, 408, 2846, 21985, 1919, 2998, 297]",Pope,20635
"in the Armenian diaspora . In modern Eastern Armenian , which","[297, 278, 19549, 713, 652, 294, 1971, 29874, 869, 512, 5400, 16162, 19549, 713, 1919, 607]",ios,2363
"999 cover of "" Mambo No. 5 "" while Michael s","[29929, 29929, 29929, 4612, 310, 376, 27287, 833, 1939, 29889, 29871, 29945, 376, 1550, 5765, 269]",дости,23118
"carolle No 12 in E ♭ major , Op 1","[4287, 324, 280, 1939, 29871, 29896, 29906, 297, 382, 29871, 30771, 4655, 1919, 6461, 29871, 29896]",philosophy,22237
= = = 2009 – 11 : Lasers =,"[353, 353, 353, 29871, 29906, 29900, 29900, 29929, 785, 29871, 29896, 29896, 584, 7413, 414, 353]",AF,23844
finished his high school studies at the Far Eastern University . He worked towards a degree,"[7743, 670, 1880, 3762, 11898, 472, 278, 8413, 16162, 3014, 869, 940, 3796, 7113, 263, 7426]",tight,19932
temporarily halted to focus on Rayman Origins . The game is being,"[5382, 6275, 25212, 287, 304, 8569, 373, 9596, 1171, 29766, 1144, 869, 450, 3748, 338, 1641]",Ready,28181
speedway track . The Beatles played at the Tower Ballroom 27,"[6210, 1582, 5702, 869, 450, 18573, 793, 5318, 472, 278, 23615, 13402, 8345, 29871, 29906, 29955]",simultaneously,21699
", particularly in the Merchandise Mart building for the entrance and lobb","[1919, 10734, 297, 278, 4702, 305, 392, 895, 3760, 5214, 363, 278, 19546, 322, 658, 1327]",pubblicato,25491
"linghausen in 1890 , though William Hunter , who died in","[1847, 15608, 297, 29871, 29896, 29947, 29929, 29900, 1919, 2466, 4667, 25703, 1919, 1058, 6423, 297]",pubblicato,25491
"Wilbur L. Tharp on November 29 , 189","[4624, 8399, 365, 29889, 498, 6834, 373, 3979, 29871, 29906, 29929, 1919, 29871, 29896, 29947, 29929]",dropdown,14687
"er William George submitted another design , based on what he thought the Enterprise would","[261, 4667, 5122, 18397, 1790, 2874, 1919, 2729, 373, 825, 540, 2714, 278, 9041, 7734, 723]",ским,9187
-@ foot ( 65 m ) drop and was the first wooden co,"[29899, 29992, 3661, 313, 29871, 29953, 29945, 286, 1723, 5768, 322, 471, 278, 937, 27278, 1302]",#,29937
"@ mate Ken Barnes described him as a player who was "" more about power","[29992, 15358, 10015, 2261, 4515, 5439, 1075, 408, 263, 4847, 1058, 471, 376, 901, 1048, 3081]",branch,5443
explaining Whitehead 's thought . Wieman 's lecture was so brilliant,"[24232, 8037, 2813, 525, 29879, 2714, 869, 399, 3768, 273, 525, 29879, 29197, 471, 577, 27592]",mapping,20698
tracks from Homesick ( 2009 ) for KROQ,"[16257, 515, 15089, 267, 860, 313, 29871, 29906, 29900, 29900, 29929, 1723, 363, 476, 1672, 29984]",costa,26303
most tropical cyclones form in the northeastern Pacific Ocean . The first,"[1556, 21881, 24502, 2873, 883, 297, 278, 302, 441, 354, 11530, 14328, 21091, 869, 450, 937]",stay,7952
"mother allowed them to live together in her home , of which Jolie later","[5637, 6068, 963, 304, 5735, 4208, 297, 902, 3271, 1919, 310, 607, 435, 324, 347, 2678]",Db,24331
"Cambridge ( sometimes referred to as the "" Light Blues "" ) . The race was","[12585, 313, 6041, 12992, 304, 408, 278, 376, 12790, 23434, 376, 1723, 869, 450, 8175, 471]",mini,20629
War II were commemorated by the redevelopment of the Norman Gallery area of,"[3362, 1944, 892, 844, 28927, 630, 491, 278, 337, 25431, 310, 278, 21296, 15230, 4038, 310]",мало,29584
"0 , 1932 – 33 and 193","[29900, 1919, 29871, 29896, 29929, 29941, 29906, 785, 29871, 29941, 29941, 322, 29871, 29896, 29929, 29941]",thead,19081
40 as construction project J 3766 . Aldenham was,"[29946, 29900, 408, 7632, 2060, 435, 29871, 29941, 29955, 29953, 29953, 869, 18242, 264, 3391, 471]",on,373
 = Nemesis ( Stargate SG @-@ 1 ),"[29871, 353, 18268, 6656, 313, 624, 1191, 403, 317, 29954, 732, 29899, 29992, 29871, 29896, 1723]",governo,20416
"to "" actively engage and support young people in their personal development , emp","[304, 376, 1044, 3598, 3033, 482, 322, 2304, 4123, 2305, 297, 1009, 7333, 5849, 1919, 3710]",म,30485
and frequently steals princesses throughout Ooo ; although he is often at,"[322, 13672, 1886, 1338, 12456, 985, 267, 10106, 438, 3634, 2056, 5998, 540, 338, 4049, 472]",]`.,27865
= = Wing Commanders ( Geschwaderkommodore ) = = =,"[353, 353, 27792, 10516, 414, 313, 5009, 29893, 1664, 7218, 1545, 487, 1723, 353, 353, 353]",]`.,27865
"behaviour had featured in Osborne 's initial dispatch , Smith challenged his","[10468, 750, 15000, 297, 6657, 4089, 484, 525, 29879, 2847, 13916, 1919, 7075, 18066, 287, 670]",Ul,10103
"claimed by the late afternoon , US and ROK attacks subsided and preparation","[17049, 491, 278, 5683, 17724, 1919, 3148, 322, 390, 8949, 16661, 11684, 2618, 322, 10223, 362]",Something,12538
"of the Catholic Emancipation Act , aside from the four years of James","[310, 278, 11865, 382, 1171, 7334, 362, 3185, 1919, 17786, 515, 278, 3023, 2440, 310, 5011]",station,5073
kg ) bomb to be carried in a launching cradle under the fus,"[12118, 1723, 13585, 304, 367, 8988, 297, 263, 6826, 292, 2181, 328, 280, 1090, 278, 16451]",Singles,22065
", Fantasy & Horror Films nomination for "" Cinescape Genre","[1919, 18089, 8995, 669, 6912, 729, 21470, 2245, 3381, 363, 376, 315, 1475, 5738, 5739, 276]",MA,14861
""" debuted at number 92 during the week of June 4 ,","[376, 2553, 3860, 472, 1353, 29871, 29929, 29906, 2645, 278, 4723, 310, 5306, 29871, 29946, 1919]",MA,14861
""" act of anti @-@ transgender discrimination , rather than an","[376, 1044, 310, 9418, 732, 29899, 29992, 1301, 26098, 2313, 5632, 3381, 1919, 3265, 1135, 385]",одна,15295
is inhumane . Organizations supporting Brumbies argue that aerial shooting,"[338, 297, 16063, 1662, 869, 9205, 17063, 20382, 1771, 3774, 583, 27754, 393, 14911, 616, 27904]",рой,6318
"the lobes ( rather than trailing far behind , as in the Cydipp","[278, 658, 5707, 313, 3265, 1135, 25053, 2215, 5742, 1919, 408, 297, 278, 315, 2941, 8377]",держа,18716
31 . Four improved Mk 3 units were added in 19,"[29941, 29896, 869, 12458, 16710, 341, 29895, 29871, 29941, 10340, 892, 2715, 297, 29871, 29896, 29929]",także,16331
"due to its similarities to the Red Rectangle Nebula , the planetary","[2861, 304, 967, 2788, 1907, 304, 278, 4367, 22914, 2521, 19288, 2497, 1919, 278, 15754, 653]",externas,18083
thunderstorms . More organized meteorological projects such as VORTE,"[266, 5062, 303, 555, 29879, 869, 5853, 19098, 27647, 5996, 9279, 1316, 408, 478, 1955, 4330]",никами,27642
ifurcating teeth ( e.g. Trigonia spp .,"[361, 332, 29883, 1218, 25287, 313, 321, 29889, 29887, 29889, 1605, 335, 6405, 269, 407, 869]",edificio,28130
"phal elements develop : long , straight and smooth basal hairy hyphae","[17206, 3161, 2693, 584, 1472, 1919, 7812, 322, 10597, 2362, 284, 11315, 29891, 7498, 2026, 29872]",Princi,14771
established artist and father . Such views have not been universally held . For instance,"[7841, 7664, 322, 4783, 869, 10506, 8386, 505, 451, 1063, 4946, 635, 4934, 869, 1152, 2777]",Who,11644
feudal estates rather than the protector of that system . Vizz,"[1238, 566, 284, 707, 1078, 3265, 1135, 278, 3279, 2801, 310, 393, 1788, 869, 478, 4981]",ostream,18123
"beefsteak fungus "" Fistulina hepatica may readily","[367, 1389, 1655, 557, 26933, 375, 376, 383, 391, 352, 1099, 540, 5031, 983, 1122, 28520]",,6
"with the complete second season released on September 18 , 201","[411, 278, 4866, 1473, 4259, 5492, 373, 3839, 29871, 29896, 29947, 1919, 29871, 29906, 29900, 29896]",!--,6172
7p3 / 2 electrons . The + 5 state is predicted,"[29871, 29955, 29886, 29941, 847, 29871, 29906, 27149, 869, 450, 718, 29871, 29945, 2106, 338, 25383]",piano,11914
9 Michelle Obama was named Barbara Walters ' Most Fascinating,"[29929, 3375, 1808, 4250, 3304, 471, 4257, 18506, 5260, 2153, 525, 7849, 383, 6151, 262, 1218]",elegant,19232
soup of haricot beans – two brief paragraphs – interspers,"[22300, 310, 4023, 293, 327, 367, 550, 785, 1023, 11473, 14880, 29879, 785, 1006, 1028, 414]",Rem,7301
of dictation machine recordings for secretaries to transcribe . Foster says,"[310, 9657, 362, 4933, 2407, 886, 363, 7035, 4314, 304, 1301, 29581, 869, 383, 15664, 4083]",несколько,20846
ass . Network Rail has confirmed that there is nothing to prevent the extension of the,"[465, 869, 8527, 9620, 756, 16725, 393, 727, 338, 3078, 304, 5557, 278, 6081, 310, 278]",VP,18510
supported work in the social studies ; this was later absorbed into the Rockef,"[6969, 664, 297, 278, 5264, 11898, 2056, 445, 471, 2678, 17977, 2580, 964, 278, 8027, 1389]",temple,17567
"011 , the final Bowl Championship Series standings were released with LSU","[29900, 29896, 29896, 1919, 278, 2186, 27207, 8972, 10488, 2317, 886, 892, 5492, 411, 365, 14605]",squ,10674
izzonia returned to racing as a replacement for the injured Ralf Schumacher,"[4981, 6405, 4133, 304, 28965, 408, 263, 16920, 363, 278, 28606, 390, 3131, 1102, 398, 11665]",CO,4810
difficult climb . The sixth stage started in Córdoba and finished in,"[5189, 10784, 29890, 869, 450, 25963, 7408, 4687, 297, 315, 4916, 11152, 29874, 322, 7743, 297]",uti,11321
"Lee of Decibel magazine , Chapters of Repugnance is the","[9371, 310, 897, 455, 6596, 14853, 1919, 13741, 2153, 310, 10088, 688, 29876, 749, 338, 278]",lov,5590
"kaiichi , writing for Musica , felt that Ichiro Yamaguch","[1335, 29875, 18544, 1919, 5007, 363, 3077, 983, 1919, 7091, 393, 15158, 3350, 22740, 351, 987]",ро,1561
", medics and other medical personnel attached to military ambulances are usually put","[1919, 1612, 1199, 322, 916, 16083, 24127, 10959, 304, 9121, 3181, 352, 2925, 526, 5491, 1925]",ZE,10721
a diameter of 4 to 6 cm ( 1 @.@ 6,"[263, 24235, 310, 29871, 29946, 304, 29871, 29953, 7477, 313, 29871, 29896, 732, 21240, 29871, 29953]",failing,17581
"European immigrants ) in the surrounding neighborhood . The "" residents "" ( volunte","[7824, 5198, 4481, 1934, 1723, 297, 278, 18830, 18403, 869, 450, 376, 24060, 376, 313, 27886]",eqnarray,9441
coined for the discovery of a headless torso of a woman on ,"[1302, 1312, 363, 278, 20699, 310, 263, 2343, 2222, 4842, 578, 310, 263, 6114, 373, 29871]",maja,25116
"Altair , was released . Part of the reason for the delay was the","[838, 941, 381, 1919, 471, 5492, 869, 3455, 310, 278, 2769, 363, 278, 9055, 471, 278]",VM,9219
"York , believing he could stop America 's involvement in World War II","[3088, 1919, 1339, 15387, 540, 1033, 5040, 6813, 525, 29879, 5297, 29841, 297, 2787, 3362, 1944]",inside,2768
0s . Early records describe climbers engaging in what is now referred to,"[29900, 29879, 869, 11095, 6475, 8453, 10784, 2596, 3033, 6751, 297, 825, 338, 1286, 12992, 304]",Long,6242
"players and encouraged them to continue playing . The element of making a "" com","[10769, 322, 18443, 287, 963, 304, 6773, 8743, 869, 450, 1543, 310, 3907, 263, 376, 419]",isf,4492
which he characterized as having an edgier sound . Debra Akins,"[607, 540, 2931, 1891, 408, 2534, 385, 1226, 29887, 631, 6047, 869, 7089, 336, 10813, 1144]",ран,3048
at about 9 : 10am that the women ’ s toile,"[472, 1048, 29871, 29929, 584, 29871, 29896, 29900, 314, 393, 278, 5866, 16156, 269, 304, 488]",vey,6950
"took lodgings in Willow Road , near Hampstead Heath","[3614, 21896, 29887, 886, 297, 2811, 340, 9321, 1919, 2978, 379, 1160, 303, 1479, 940, 493]",შ,31246
"Garland and her then @-@ husband and manager , Sid Luft , dissol","[7455, 1049, 322, 902, 769, 732, 29899, 29992, 10216, 322, 8455, 1919, 19732, 17276, 1919, 23556]",Ві,17014
. Recreational Road 8 was officially designated in June of 19,"[869, 3599, 276, 1288, 9321, 29871, 29947, 471, 22444, 25373, 297, 5306, 310, 29871, 29896, 29929]",redirect,6684
. The Flames are members of the Pacific Division of the Western Conference of the,"[869, 450, 2379, 1280, 526, 5144, 310, 278, 14328, 7946, 310, 278, 10504, 16377, 310, 278]",xs,14492
ic @-@ looking baby . He was quoted in Kerrang ! in,"[293, 732, 29899, 29992, 3063, 24354, 869, 940, 471, 23153, 297, 476, 3127, 574, 1738, 297]",xs,14492
11 – 424 . JSTOR 3341,"[29896, 29896, 785, 29871, 29946, 29906, 29946, 869, 435, 1254, 1955, 29871, 29941, 29941, 29946, 29896]",properties,4426
"called Vachanakaras ) revolutionised Kannada literature , reject","[2000, 478, 496, 273, 557, 279, 294, 1723, 19479, 3368, 476, 812, 1114, 12845, 1919, 12560]",IG,6259
produced by Alan Tarney for the group 's debut studio album Hunting High,"[7371, 491, 17102, 11740, 3801, 363, 278, 2318, 525, 29879, 9512, 8693, 3769, 16899, 1259, 5057]",ucz,25631
Wrestling Maneuver ( 2015 ) A.J.,"[21815, 341, 1662, 29884, 369, 313, 29871, 29906, 29900, 29896, 29945, 1723, 319, 29889, 29967, 29889]",Έ,31873
"The first recipients of the Getty Medal , which was presented in December ","[450, 937, 23957, 10070, 310, 278, 3617, 1017, 18416, 1919, 607, 471, 9132, 297, 5846, 29871]",rum,16558
". E. ( 1932b ) . "" An experimental study","[29889, 382, 29889, 313, 29871, 29896, 29929, 29941, 29906, 29890, 1723, 869, 376, 530, 17986, 6559]",better,2253
"1783 . New York : Morrow , 1962","[29896, 29955, 29947, 29941, 869, 1570, 3088, 584, 3879, 798, 1919, 29871, 29896, 29929, 29953, 29906]",imiento,9043
"18 August 636 , the fourth day , was to prove decis","[29896, 29947, 3111, 29871, 29953, 29941, 29953, 1919, 278, 11582, 2462, 1919, 471, 304, 6356, 22442]",it,277
regenerated from his empty eye socket . Shadow is Jericho ',"[1072, 759, 630, 515, 670, 4069, 10977, 9909, 869, 1383, 6986, 338, 5677, 436, 29877, 525]",permission,16074
"of all of Svenonius ' bands and projects , a make @-","[310, 599, 310, 317, 854, 265, 2482, 525, 22706, 322, 9279, 1919, 263, 1207, 732, 29899]",ній,8730
82 against British Guiana and took three for 46 Guiana ',"[29947, 29906, 2750, 4908, 2088, 3857, 322, 3614, 2211, 363, 29871, 29946, 29953, 2088, 3857, 525]",policy,8898
"s musical genre has varied throughout her career including R & B , funk ,","[29879, 9636, 16151, 756, 23821, 10106, 902, 6413, 3704, 390, 669, 350, 1919, 2090, 29895, 1919]",bore,23888
"top of the range pop "" , and considered it an example that Xenoman","[2246, 310, 278, 3464, 1835, 376, 1919, 322, 5545, 372, 385, 1342, 393, 1060, 264, 2480]",cul,13949
is in ornate purple colour . There is an inscription in Arabic,"[338, 297, 15937, 403, 3708, 552, 12384, 869, 1670, 338, 385, 1663, 3395, 297, 10387, 293]",grat,20715
building has been listed on the National Register of Historic Places since 201,"[5214, 756, 1063, 9904, 373, 278, 3086, 12577, 310, 17939, 23178, 1951, 29871, 29906, 29900, 29896]",filled,10423
000 @-@ year @-@ old Vaishnava H,"[29900, 29900, 29900, 732, 29899, 29992, 1629, 732, 29899, 29992, 2030, 12549, 728, 29876, 879, 379]",确,31835
"ite , "" Kali the Mother "" . Vivekananda blended hum","[568, 1919, 376, 476, 2606, 278, 21869, 376, 869, 478, 573, 11052, 5863, 1999, 2760, 3165]",Report,13020
 = Pizza Delivery ( SpongeBob SquarePants ) =,"[29871, 353, 349, 24990, 360, 27657, 313, 317, 1112, 479, 29362, 19256, 29925, 1934, 1723, 353]",Report,13020
three Bane thugs against Batman in a last @-@ team @,"[2211, 350, 1662, 266, 16926, 2750, 12579, 1171, 297, 263, 1833, 732, 29899, 29992, 3815, 732]",Ṭ,31508
"projects written in Perl include cPanel , Slash , Bugzilla , R","[9279, 3971, 297, 23907, 3160, 274, 7490, 1919, 14866, 1161, 1919, 28209, 29920, 2911, 1919, 390]",addr,10030
"five postseason starts in 2008 , going 4 – ","[5320, 1400, 25682, 8665, 297, 29871, 29906, 29900, 29900, 29947, 1919, 2675, 29871, 29946, 785, 29871]",fís,27087
Survey ( HABS ) in 1936 and listed on the,"[23218, 313, 379, 2882, 29903, 1723, 297, 29871, 29896, 29929, 29941, 29953, 322, 9904, 373, 278]",phases,29540
) ( forward ) and 24 feet ( 7 @.@ 3,"[1723, 313, 6375, 1723, 322, 29871, 29906, 29946, 6900, 313, 29871, 29955, 732, 21240, 29871, 29941]",applies,16058
the Iroquois encouraged displaced tribes from the east to sett,"[278, 306, 307, 339, 11505, 18443, 287, 12272, 433, 1133, 29201, 515, 278, 9755, 304, 3604]",\;,23891
Anti @-@ Aircraft Command as part of the air defence of the Mid,"[18473, 732, 29899, 29992, 319, 12664, 10516, 408, 760, 310, 278, 4799, 28399, 310, 278, 13370]",ViewController,6917
320 l ; 84 US gal ) the gross weight was still,"[29941, 29906, 29900, 301, 2056, 29871, 29947, 29946, 3148, 6898, 1723, 278, 22683, 7688, 471, 1603]",ViewController,6917
number for Shiva . One of his most important mantras has five syll,"[1353, 363, 1383, 4244, 869, 3118, 310, 670, 1556, 4100, 13694, 3417, 756, 5320, 9878, 645]",Ang,3218
"= = "" Fiat Lux "" ( Let There Be Light ) = = =","[353, 353, 376, 383, 7163, 18624, 376, 313, 2803, 1670, 1522, 12790, 1723, 353, 353, 353]",Ang,3218
. In places the effect of glaciation on the seabed is pron,"[869, 512, 7600, 278, 2779, 310, 14751, 455, 362, 373, 278, 409, 370, 287, 338, 11504]",scalar,17336
"ay called "" A Few Words on Secret Writing "" in Graham 's","[388, 2000, 376, 319, 383, 809, 399, 4339, 373, 10213, 28676, 376, 297, 22196, 525, 29879]",Из,10692
"Task Force 52 , she participated in the offensive to gain possession of","[9330, 11004, 29871, 29945, 29906, 1919, 1183, 25223, 297, 278, 1283, 6270, 304, 11581, 17715, 310]",pf,7810
"s father joined the firm of Rudall , Rose & Co . , musical instrument","[29879, 4783, 8772, 278, 9226, 310, 10670, 497, 1919, 14008, 669, 3189, 869, 1919, 9636, 11395]",també,15610
 = = = = Three @-@ Point Shootout = = =,"[29871, 353, 353, 353, 353, 12753, 732, 29899, 29992, 8984, 17550, 327, 449, 353, 353, 353]",cards,28160
"Background vocals – Sabina Ddumba , Tensta Gospel Choir","[16585, 17985, 785, 11775, 1099, 360, 29881, 398, 2291, 1919, 12444, 5173, 402, 26265, 678, 6390]",cards,28160
", where he noticed a sign on a building advertising what Shackleton called","[1919, 988, 540, 10548, 263, 1804, 373, 263, 5214, 18811, 5921, 825, 1383, 547, 11285, 2000]",дова,11577
Most games with 40 + attempts : 8 ( tied by Tom Br,"[7849, 8090, 411, 29871, 29946, 29900, 718, 14734, 584, 29871, 29947, 313, 21351, 491, 4335, 1771]",》,30843
Baltic Works in Saint Petersburg and she launched on 19 May 1,"[16834, 293, 13976, 297, 4107, 29675, 322, 1183, 15241, 373, 29871, 29896, 29929, 2610, 29871, 29896]",iation,11685
"network on July 18 , 1974 after a six @","[3564, 373, 5468, 29871, 29896, 29947, 1919, 29871, 29896, 29929, 29955, 29946, 1156, 263, 4832, 732]",何,31502
= Tropical Storm Georgette ( 2010 ) =,"[353, 21601, 936, 24444, 1879, 272, 657, 371, 313, 29871, 29906, 29900, 29896, 29900, 1723, 353]",何,31502
silver metallic ) and 1 Lamborghini green ( metall,"[13283, 1539, 497, 293, 1723, 322, 29871, 29896, 26832, 990, 29882, 2172, 7933, 313, 1539, 497]",stad,17569
"ier was pleased with the adaptation of her story , and wrote to Nicolas Roeg","[631, 471, 22301, 411, 278, 28206, 310, 902, 5828, 1919, 322, 5456, 304, 22456, 1528, 387]",PRO,13756
with convex minimization methods on problems that were known to be non @-@,"[411, 18635, 6260, 2133, 3519, 373, 4828, 393, 892, 2998, 304, 367, 1661, 732, 29899, 29992]",wür,23970
"singles , "" Harder Harmonies "" and "" The Most Beautiful Bitter","[22102, 1919, 376, 10999, 261, 28804, 265, 583, 376, 322, 376, 450, 7849, 25685, 350, 5171]",ainda,23871
from the perpendicular to the Earth – Sun plane ( the ecliptic,"[515, 278, 639, 14081, 16311, 304, 278, 11563, 785, 8991, 10694, 313, 278, 321, 11303, 23000]",öglich,15088
16 . Agincourt was put into reserve in 1919,"[29896, 29953, 869, 4059, 3742, 14316, 471, 1925, 964, 23986, 297, 29871, 29896, 29929, 29896, 29929]",Show,7704
"as "" our lord has come "" or "" come , our lord "" ; the","[408, 376, 1749, 18120, 756, 2041, 376, 470, 376, 2041, 1919, 1749, 18120, 376, 2056, 278]",Der,15383
", and Myles Boisen ( sound ) . They performed the album live at","[1919, 322, 1619, 793, 1952, 7674, 313, 6047, 1723, 869, 2688, 8560, 278, 3769, 5735, 472]",завер,24587
"known Bible authority "" ; no mention was made of the "" Sledd Aff","[2998, 21958, 14329, 376, 2056, 694, 3585, 471, 1754, 310, 278, 376, 317, 839, 29881, 13737]",zt,2065
ford and Magnolia Cottages ( 1864 – 6,"[4006, 322, 19975, 18001, 315, 1501, 1179, 313, 29871, 29896, 29947, 29953, 29946, 785, 29871, 29953]",пе,6414
"pe 's monument , featuring the quote from Gustav V ( "" You , sir","[412, 525, 29879, 13849, 1919, 23425, 278, 14978, 515, 18305, 478, 313, 376, 887, 1919, 8889]",by,491
Ibarra and drummer Austin D 'Amond . The band was originally,"[306, 1646, 336, 322, 24103, 1050, 24518, 360, 525, 6833, 898, 869, 450, 3719, 471, 10437]",amen,5071
"M. Turner . Commissioned by the Crompton War Memorial Committee , the","[341, 29889, 24215, 869, 11444, 287, 491, 278, 315, 456, 12533, 3362, 19722, 12930, 1919, 278]",opportunity,15130
"like , ' Yep , killed that one , killed that one , killed that","[763, 1919, 525, 612, 1022, 1919, 9445, 393, 697, 1919, 9445, 393, 697, 1919, 9445, 393]",izin,23111
