question,question_ids,answer,answer_ids
" in order to teach them medicine on "" live tissue. "" Hunt eventually embarks on a relationship","[272, 1538, 271, 6203, 612, 7323, 313, 204, 13, 1929, 9450, 204, 25, 204, 13, 21249, 6014, 3862, 8358, 313, 241, 2392]", AF,17973
". The production is scheduled to begin in 2011, and Sarsgaard will reunited with Uncle V","[25, 390, 3146, 304, 8869, 271, 2145, 272, 204, 626, 28, 204, 23, 273, 302, 1099, 53895, 451, 53099, 335, 25327, 553]", setting,4438
-@ team All @-@ Big Ten player and a first @-@ team All @,"[24, 43, 1255, 1495, 204, 43, 24, 43, 5083, 10791, 3850, 273, 241, 772, 204, 43, 24, 43, 1255, 1495, 204, 43]",IVE,10724
" his track accolades, he was an All @-@ state and All @-@ American tail","[545, 2540, 54958, 204, 23, 332, 398, 267, 1495, 204, 43, 24, 43, 1592, 273, 1495, 204, 43, 24, 43, 2281, 6804]", Urugu,42719
" previous year's SummerSlam rating, a 5 @.@ 5 out of","[2732, 649, 204, 18, 94, 9912, 62, 6811, 8689, 204, 23, 241, 204, 32, 204, 43, 25, 43, 204, 32, 495, 275]",""":[",52448
 and Southend. During a 3 – 2 loss against Burton Albion on 26 December,"[273, 35934, 12363, 204, 25, 6599, 241, 204, 30, 204, 600, 204, 29, 2690, 1542, 34276, 18718, 280, 313, 204, 2126, 3960]", convey,12672
" for the song to be a "" more laid @-@ back number "", later played","[312, 248, 3172, 271, 314, 241, 204, 13, 520, 9766, 204, 43, 24, 43, 743, 1386, 204, 13, 204, 23, 2185, 3983]", organise,35730
 with two drinking incidents at The Troubadour : the first when Lennon placed a Kotex on his forehead,"[335, 847, 8773, 17708, 388, 390, 25841, 15073, 377, 204, 37, 248, 772, 635, 49007, 5394, 241, 34853, 956, 313, 545, 21260]", Ripple,63613
" Kumail Nanjiani as Prismo, Ming @-@ Na as Farmworld Finn '","[49290, 549, 21020, 85, 21370, 345, 1700, 8105, 204, 23, 39253, 204, 43, 24, 43, 8585, 345, 8491, 9091, 21564, 204, 18]", donné,39041
" Metallurgical Laboratory, the Ames Project investigated methods of separating plutonium metal from uranium and fission products ","[43753, 25457, 21763, 204, 23, 248, 63367, 5010, 18074, 4300, 275, 32699, 26555, 48069, 5420, 427, 47516, 273, 261, 1619, 1875, 204]",occup,20020
"-@ ten ( 聖天, "" sacred god "" or "" noble god","[24, 43, 3020, 204, 19, 204, 13658, 228, 7858, 204, 23, 204, 13, 18125, 6394, 204, 13, 379, 204, 13, 21035, 6394]",ricular,22699
 under approximately 100 feet ( 30 m,"[813, 7122, 204, 1425, 3827, 204, 19, 204, 1067, 266]",SIG,64217
 current institution. Nominees must have participated in,"[1539, 10459, 204, 25, 22506, 24436, 1309, 413, 15737, 272]", Joy,13983
 to Wilde with a note of apology. Richard,"[271, 51364, 335, 241, 3889, 275, 29045, 204, 25, 8364]",ARE,46277
" be "" cathartic "" for the area","[314, 204, 13, 30017, 40348, 204, 13, 312, 248, 1766]", mothers,15775
 Liverpool's most memorable European matches.,"[20292, 204, 18, 94, 758, 15479, 4588, 9307, 204, 25]", abandoning,53494
" Sean John fragrance "" Unforgivable ","[18422, 2345, 24415, 204, 13, 897, 1806, 82, 27341, 204]",erous,59715
 the eldest child in his family. Records do,"[248, 41772, 1213, 272, 545, 1443, 204, 25, 13957, 441]","=\""",34230
 = = Story = = ,"[204, 40, 204, 40, 9817, 204, 40, 204, 40, 204]", a�,33994
 = = = 11th century,"[204, 40, 204, 40, 204, 40, 204, 1069, 420, 5594]",idery,27831
= = Pakistani public = = ,"[40, 204, 40, 32913, 1202, 204, 40, 204, 40, 204]",IFE,28794
" and lead guitars, piano, ukulele","[273, 1210, 34917, 204, 23, 12382, 204, 23, 11535, 52312]", cbd,10128
. The Rockets would reach the 1994 NBA,"[25, 390, 55562, 631, 3665, 248, 204, 1840, 31, 14682]",uminum,11006
 the Hebrew Theological College Alumni from 1936 to,"[248, 22984, 55458, 4440, 33751, 427, 204, 6128, 33, 271]", ph,805
 = = Challenging the incumbent =,"[204, 40, 204, 40, 10413, 50771, 248, 37437, 204, 40]", boosters,53527
 soundtrack album from the show was released in 200,"[28032, 5026, 427, 248, 1049, 398, 4171, 272, 204, 853]", Liverpool,20292
" to fictional countries of his own devising,","[271, 27184, 3354, 275, 545, 946, 1612, 2037, 204, 23]", fashion,5491
" the video, she is wearing a Brian L","[248, 2028, 204, 23, 674, 304, 6605, 241, 11692, 393]", teachers,6241
 ICASA announced that it would hold public hearings on,"[12871, 48447, 4734, 325, 334, 631, 1975, 1202, 32196, 313]",ineries,60101
" campaign boasted "" The new Talbot Tagora","[3942, 1117, 10936, 204, 13, 390, 627, 62221, 10973, 3511]",ele,10709
 = = Lumber = =,"[204, 40, 204, 40, 393, 3805, 204, 40, 204, 40]",res,394
 inclusion of a football and a TRFC logo ,"[14756, 275, 241, 6130, 273, 241, 9877, 8078, 9167, 204]", feral,63998
 = = = = Family and,"[204, 40, 204, 40, 204, 40, 204, 40, 6222, 273]", parmes,53487
" became the game's four playable races, or Breeds,","[3569, 248, 1404, 204, 18, 94, 1855, 54360, 13325, 204, 23, 379, 5590, 2982, 204, 23]",news,20623
" Nadine Chandrawinata, together with Andini's father","[22257, 438, 24891, 1675, 242, 785, 204, 23, 1774, 335, 899, 3909, 204, 18, 94, 3685]", exec,27744
", on a site which at the start of the 20th century had been","[23, 313, 241, 1692, 585, 388, 248, 910, 275, 248, 204, 423, 420, 5594, 618, 650]", tiene,13000
" any benefits, with Horner stating his opposition to continuing mid @-@ season testing in the future","[607, 3194, 204, 23, 335, 8139, 954, 18095, 545, 11632, 271, 9637, 3852, 204, 43, 24, 43, 2120, 4906, 272, 248, 2108]",Builder,11387
" held the office between 1675 to 1677, when he died in the defence of Malmö","[3053, 248, 2805, 1192, 204, 21635, 32, 271, 204, 21635, 34, 204, 23, 635, 332, 4841, 272, 248, 18983, 275, 4903, 58114]",bold,36538
" deflected from the outer magnetosphere, directed along field lines into Earth's ionosphere, where atmospheric atoms can be excited and ionized ","[44972, 269, 427, 248, 13140, 21762, 7723, 204, 23, 9009, 1858, 2206, 4261, 679, 6490, 204, 18, 94, 20010, 7723, 204, 23, 881, 30532, 26553, 418, 314, 5565, 273, 20010, 1190, 204]", Photographs,60229
" move to New York with Penny and take her and Arizona's daughter, Sofia, with her, Arizona takes Callie to court for sole parental","[1822, 271, 1184, 2798, 335, 32734, 273, 980, 573, 273, 10769, 204, 18, 94, 5195, 204, 23, 38543, 204, 23, 335, 573, 204, 23, 10769, 2869, 64503, 271, 3520, 312, 6620, 26602]",Aim,55247
 trust in the benevolence of the,"[3209, 272, 248, 8668, 5393, 608, 275, 248]", achievements,18268
 did not always help the Government.,"[826, 416, 1304, 733, 248, 6286, 204, 25]", tbsp,22274
", California and The Record Plant in Hollywood","[23, 4299, 273, 390, 14534, 11392, 272, 11332]", cortisol,44179
" – 1815 ). In Mr. Nicholson's circulating journal, (","[204, 600, 204, 14077, 32, 204, 20, 204, 25, 529, 3552, 25, 61696, 204, 18, 94, 33250, 5600, 204, 23, 204, 19]",').,16123
likon guns and two Parachute and Cable projectors. A Type 286 surface @-,"[40168, 245, 12712, 273, 847, 2606, 554, 1220, 273, 19782, 1441, 644, 204, 25, 317, 6276, 204, 32943, 4418, 204, 43, 24]", servicing,32698
 provisional government elected two governors. George W. Johnson was elected at the Russellville Convention and served until his death at the Battle of Shiloh.,"[54246, 2183, 11356, 847, 46382, 204, 25, 6247, 367, 25, 7822, 398, 11356, 388, 248, 16671, 3931, 17241, 273, 5410, 1725, 545, 2787, 388, 248, 14729, 275, 1077, 285, 1259, 204, 25]",tere,23971
" 1 billion years old, this star bears some resemblance to what the Sun may look like in the far","[204, 28, 4777, 909, 1442, 204, 23, 414, 4177, 16550, 596, 45944, 271, 637, 248, 5436, 724, 706, 606, 272, 248, 1825]", voi,42898
" talk sequence, which was commonly used","[1719, 10277, 204, 23, 585, 398, 8906, 1042]", ply,56665
" of whom are being trained to wrestle, as well as one daughter.","[275, 6088, 362, 1003, 8512, 271, 60859, 204, 23, 345, 779, 345, 532, 5195, 204, 25]", congrats,51138
" Bondi, immediately announced their first project, for "" a next @-@ generation Sony","[16801, 84, 204, 23, 4193, 4734, 525, 772, 1441, 204, 23, 312, 204, 13, 241, 1407, 204, 43, 24, 43, 6055, 15311]", él,12286
""", which recounts the grisly deeds of an escaped homicidal maniac, was originally published as "" Mr Cruttwell's","[13, 204, 23, 585, 30118, 94, 248, 55492, 309, 31616, 275, 267, 22352, 4225, 32413, 546, 7964, 204, 23, 398, 8506, 4002, 345, 204, 13, 3552, 4309, 9987, 4878, 204, 18, 94]", Mia,32914
"@-@ faced women declined, and the","[43, 24, 43, 9961, 1920, 16530, 204, 23, 273, 248]",Last,6291
 to this there were 100 Kriegsmarine AAA batteries along the Dutch coast ,"[271, 414, 629, 646, 204, 1425, 43434, 2255, 63093, 30056, 13408, 1858, 248, 14051, 7740, 204]", Santana,63327
 = = = Scandal,"[204, 40, 204, 40, 204, 40, 1537, 13195]", Bolt,42694
", including many Arab and Lebanese Canadians, criticized Harper's description of","[23, 1497, 860, 8065, 273, 46620, 28443, 204, 23, 27917, 22957, 204, 18, 94, 6485, 275]",lat,16691
 today. Seismic stations have been maintained on,"[1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313]", wichtig,30696
" office of Governor General was abandoned in 1669, deemed unnecessary.","[2805, 275, 13726, 4860, 398, 15252, 272, 204, 19832, 36, 204, 23, 17359, 14962, 204, 25]", Lucifer,54688
" are violent and dangerous. Mainstream historians have criticized the book for its inaccuracies and manipulation of facts. Bob Moser, writing for the","[362, 12648, 273, 7124, 204, 25, 6489, 6431, 34106, 413, 27917, 248, 1204, 312, 701, 25787, 323, 18890, 273, 24426, 275, 7698, 204, 25, 9151, 16858, 246, 204, 23, 2607, 312, 248]", Derek,28583
 men and lesbians were able to find jobs,"[1658, 273, 54828, 646, 1469, 271, 931, 4757]",treated,42623
 an area of 17 @.@ 2 square miles ( 45 km2 ). The creek's mouth is in the,"[267, 1766, 275, 204, 1392, 204, 43, 25, 43, 204, 29, 6783, 4794, 204, 19, 204, 2617, 8027, 29, 204, 20, 204, 25, 390, 37339, 204, 18, 94, 4885, 304, 272, 248]", países,34342
 or modern @-@ day Severe,"[379, 3424, 204, 43, 24, 43, 1002, 49660]",paint,59729
. Visible evidence of contamination extended,"[204, 25, 5085, 840, 3941, 275, 25737, 7614]",ochond,29543
s obligations. Page and Dreja began putting a new line @-,"[94, 14606, 204, 25, 7846, 273, 33875, 4404, 3465, 5722, 241, 627, 1739, 204, 43, 24]", poetic,34944
" Sea. In 96 BCE, the","[9519, 204, 25, 529, 204, 9756, 55847, 204, 23, 248]",yield,45834
"1 May 1965 at Wembley Stadium, London.","[28, 1896, 204, 3954, 32, 388, 367, 357, 835, 100, 16961, 204, 23, 4414, 204, 25]",去,8155
-@ second lead at the mile post preceded a period of warnings from umpire Ronnie Howard to both coxes as they contested the same water. Oxford,"[24, 43, 1459, 1210, 388, 248, 10018, 1106, 32399, 241, 2397, 275, 22951, 427, 64756, 533, 53189, 15229, 271, 1216, 739, 99, 255, 345, 506, 41855, 248, 1144, 1391, 204, 25, 14068]",ujemy,33720
" 1976 report by the Catholic Church also estimated the death toll at between 60 @,@ 000 and 100 @,@ 000","[204, 3344, 33, 1416, 431, 248, 9824, 5222, 614, 8719, 248, 2787, 15099, 388, 1192, 204, 1938, 204, 43, 23, 43, 204, 1321, 273, 204, 1425, 204, 43, 23, 43, 204, 1321]", Nic,10200
 that they saw Shay shoot Euell after an argument over a sugar bowl.,"[325, 506, 2759, 47990, 4646, 26191, 433, 852, 267, 6494, 648, 241, 5317, 8216, 204, 25]", frig,39345
 hour ( 3 @.@ ,"[3918, 204, 19, 204, 30, 204, 43, 25, 43, 204]",psis,58006
" of Kronstadt, where Trotsky ordered a military response. In the battle that ensued, 600 sailors were killed ; 2","[275, 63654, 28997, 204, 23, 881, 15241, 915, 2950, 8552, 241, 4869, 3253, 204, 25, 529, 248, 6201, 325, 2160, 2015, 204, 23, 204, 6549, 43214, 646, 6109, 204, 38, 204, 29]", distilled,48030
" on 31 August, and a","[313, 204, 2791, 3333, 204, 23, 273, 241]", Val,3037
able by heavy fines and up to three years'imprisonment. Any act,"[492, 431, 4892, 24501, 273, 510, 271, 1373, 909, 204, 18, 37000, 204, 25, 4331, 714]", Sailing,63273
" Jamri is married to Reem Khalifa, a columnist and reporter working for Al @-@ Wasat and the Associated Press. Unlike Mans","[12052, 365, 304, 6143, 271, 814, 357, 31564, 31256, 204, 23, 241, 44676, 273, 17197, 1660, 312, 1031, 204, 43, 24, 43, 7872, 249, 273, 248, 22906, 5418, 204, 25, 15752, 28599]", Readers,36962
 reaction to this latest turn of events was,"[7678, 271, 414, 3400, 1411, 275, 2863, 398]",kie,12550
 Monica sponsored a sweepstakes from March ,"[27519, 16738, 241, 23183, 40468, 427, 3102, 204]", concentrations,18683
" to Gaghan. USA Films, however, had wanted to take","[271, 401, 51090, 204, 25, 5151, 29866, 204, 23, 2537, 204, 23, 618, 2362, 271, 980]",HS,8335
 Rise in Library Journal. She recognizes,"[27680, 272, 7752, 6158, 204, 25, 1261, 23785]",bug,12121
" are vulnerable to predation by red foxes, pine martens, European hedgehogs, least weasels and domestic dogs, and","[362, 11053, 271, 3251, 326, 431, 2400, 27224, 255, 204, 23, 15953, 13346, 594, 204, 23, 4588, 24780, 83, 11762, 204, 23, 1931, 360, 277, 1097, 273, 8255, 6204, 204, 23, 273]", segu,13935
 of the house team which had won that term ,"[275, 248, 1820, 1255, 585, 618, 2107, 325, 1650, 204]",ova,9208
 Liverpool and saying how much she and Lennon missed him,"[20292, 273, 3225, 672, 866, 674, 273, 49007, 7156, 801]", ovens,55283
 came to an end in 1983,"[2001, 271, 267, 991, 272, 204, 2747, 30]"," 
            ",32315
" 2004. However, until the 2010 observations and recalculations, this planet had been thought to take about 2 @","[204, 853, 31, 204, 25, 2071, 204, 23, 1725, 248, 204, 626, 27, 15348, 273, 56639, 3107, 571, 204, 23, 414, 7712, 618, 650, 1465, 271, 980, 544, 204, 29, 204, 43]",Common,19312
. She had also had a long,"[204, 25, 1261, 618, 614, 618, 241, 916]", invigor,54273
 is The Autocephalous Orthodox Church,"[304, 390, 9501, 333, 747, 14713, 30898, 5222]", pronounce,37760
 tournament held one year before the World Cup at the,"[11693, 3053, 532, 649, 996, 248, 2889, 8067, 388, 248]",Graphics,40751
i was a popular Tamil play written by,"[84, 398, 241, 2637, 28133, 884, 3523, 431]", stabilized,59133
". For example, the following code defines two","[25, 1133, 1945, 204, 23, 248, 1863, 2928, 18698, 847]", registro,60043
 lightning storm made it essential for Spears to depart the stage. Spears began the show during a break between two,"[21515, 7695, 1021, 334, 3978, 312, 52515, 271, 7178, 248, 4204, 204, 25, 52515, 3465, 248, 1049, 1365, 241, 2162, 1192, 847]",ATT,27076
 the early 680s or not long,"[248, 2304, 204, 30284, 94, 379, 416, 916]",antis,28708
", but cultivated records suggest around five or six years. If fire occurs too frequently, plants are","[204, 23, 480, 36382, 5769, 2352, 1111, 2505, 379, 2972, 909, 204, 25, 972, 2858, 9372, 892, 7069, 204, 23, 5561, 362]", pkg,60063
" had filed objections to 17 settlements, with eight objections pending in federal district","[618, 9981, 36471, 271, 204, 1392, 31637, 204, 23, 335, 4707, 36471, 19439, 272, 5116, 7484]", Yamaha,41466
"100 million renovation, Tyson refused to refer to","[1425, 2261, 21998, 204, 23, 45346, 11941, 271, 4059, 271]",Rub,31734
 void in their heart or in their lives is to care about them... For,"[3417, 272, 525, 2055, 379, 272, 525, 3147, 304, 271, 1146, 544, 612, 204, 951, 1133]", replacements,39432
 admitted to St Thomas'Hospital in central London on 7 March 2008 for tests. In 2009 she was hospitalised again when she,"[10981, 271, 574, 6962, 204, 18, 7735, 272, 5213, 4414, 313, 204, 34, 3102, 204, 853, 35, 312, 5918, 204, 25, 529, 204, 853, 36, 674, 398, 4463, 1649, 968, 635, 674]",rop,1256
 the album's centerpiece. Brice,"[248, 5026, 204, 18, 94, 51137, 204, 25, 1862, 474]",w,98
" Purusha ( consciousness ), the knowledge and ignorance, Brahman and Non @","[10684, 1519, 76, 204, 19, 13540, 204, 20, 204, 23, 248, 2882, 273, 22334, 204, 23, 5425, 40089, 273, 6027, 204, 43]", detail,3730
 leading police to the scene. The,"[3736, 3996, 271, 248, 5432, 204, 25, 390]", nineteen,55087
 David Duchovny ) and,"[4653, 361, 718, 620, 2713, 204, 20, 273]",cuno,44751
", Richardson determined to learn to act. He","[23, 32477, 6636, 271, 1730, 271, 714, 204, 25, 707]",Bott,62082
" and to abandon British Museum station was included in a private bill submitted to parliament by the CLR in November 1913, although the First World War prevented","[273, 271, 9544, 5282, 7189, 5663, 398, 3345, 272, 241, 2348, 5194, 10124, 271, 18947, 431, 248, 10271, 61, 272, 3895, 204, 6474, 30, 204, 23, 4424, 248, 3835, 2889, 3710, 20945]", engross,62355
" Coop, I want you to know I 'll get it to you right away. With it goes all the friendship and affection and the admiration","[2004, 387, 204, 23, 295, 729, 299, 271, 655, 295, 204, 18, 567, 577, 334, 271, 299, 894, 1514, 204, 25, 1743, 334, 3271, 455, 248, 14698, 273, 19451, 273, 248, 35853]", leben,55959
ificat ( Bach ) ,"[756, 249, 204, 19, 22921, 204, 20, 204]", defer,37941
" said Amor Mašović, president of the Bosnian government ","[746, 1731, 252, 4944, 4256, 620, 21443, 204, 23, 4179, 275, 248, 16996, 57018, 2183, 204]", Isn,23671
 other key freshman. After two seasons,"[599, 1999, 25112, 204, 25, 2539, 847, 10770]", New,1184
" Turing programming language in 1982,","[301, 966, 9553, 3599, 272, 204, 2747, 29, 204, 23]",ivalent,32151
 which runs along the south side of Mission Valley and,"[585, 5895, 1858, 248, 6520, 1753, 275, 13785, 7195, 273]",515,35955
" emerged that Roger Mortimer himself was responsible for leading Edmund into this belief, in a form of entrapment. The plot was revealed, and","[14875, 325, 18451, 12377, 8306, 3448, 398, 4762, 312, 3736, 39990, 679, 414, 9599, 204, 23, 272, 241, 1052, 275, 833, 1696, 406, 204, 25, 390, 8965, 398, 7436, 204, 23, 273]", Jonas,40010
 son Rocco appeared mouthing the chorus.,"[1990, 382, 22432, 6248, 4885, 263, 248, 32161, 204, 25]",uces,38512
 water. Oxford held a canvas'lead as the crews passed under Hammersmith Bridge and began to,"[1391, 204, 25, 14068, 3053, 241, 15482, 204, 18, 1210, 345, 248, 28405, 4710, 813, 370, 24333, 18446, 12346, 273, 3465, 271]", responsables,58823
 League Third Division Manager of the Season ,"[7036, 13839, 9952, 6809, 275, 248, 10335, 204]", avez,22435
" ). "" The History of Macroeconomics Viewed against the Background of the Marshall @","[204, 20, 204, 25, 204, 13, 390, 7187, 275, 48225, 705, 41534, 5655, 269, 1542, 248, 26266, 275, 248, 19868, 204, 43]",design,21413
"@-@ François Larios,","[43, 24, 43, 48181, 393, 8381, 204, 23]", space,2151
 makes dead men speak. After he,"[1798, 3617, 1658, 2910, 204, 25, 2539, 332]", UNICEF,56659
"@,@ 500 Soviet troops died. In the wake of these events","[43, 23, 43, 204, 3087, 16023, 12092, 4841, 204, 25, 529, 248, 9810, 275, 783, 2863]",uckle,34557
"osphere will cause an increase in erosion of light elements, particularly hydrogen, from the Earth's","[7723, 451, 2887, 267, 2638, 272, 36039, 275, 1547, 4803, 204, 23, 4235, 16777, 204, 23, 427, 248, 6490, 204, 18, 94]", poles,31458
" assessments by some psychologists classifying Goldwater as unfit for office. Goldwater was eventually compensated $ 75 @,@ 000 in a","[19524, 431, 596, 47646, 1234, 4543, 4305, 6289, 345, 4819, 256, 312, 2805, 204, 25, 4305, 6289, 398, 6014, 35582, 204, 15, 204, 3210, 204, 43, 23, 43, 204, 1321, 272, 241]", due,2159
 which take an AC voltage as input and outputs a,"[585, 980, 267, 8964, 16079, 345, 5198, 273, 25867, 241]", wrapping,26109
& BR and CLR involving two sets of lifts was considered a weakness in the network. A below ground,"[17, 15481, 273, 10271, 61, 10121, 847, 5802, 275, 29096, 398, 3558, 241, 13043, 272, 248, 3041, 204, 25, 317, 2249, 2853]",steel,47064
" the time, and do not necessarily reflect current mileage. R reflects a realignment in the route since","[248, 601, 204, 23, 273, 441, 416, 8482, 4465, 1539, 31011, 204, 25, 382, 14555, 241, 1059, 16325, 272, 248, 7128, 1428]", Rak,41570
 do during the Down to the Countryside Movement of the Cultural Revolution. As,"[441, 1365, 248, 10174, 271, 248, 10269, 1846, 21192, 275, 248, 19684, 15999, 204, 25, 1130]",需要,30872
", the 93rd season of","[204, 23, 248, 204, 10708, 5138, 2120, 275]", Lucy,21340
 though the cruiser quickly fled. Sheffield,"[1792, 248, 54642, 2976, 22032, 204, 25, 42765]",hurst,36241
 reigning Emperor of All the Russias ,"[60560, 25315, 275, 1495, 248, 3374, 3761, 204]", Perf,45439
 move 1 @.@ ,"[1822, 204, 28, 204, 43, 25, 43, 204]", AES,58733
2007. The U.S. base prices for the 2007 LS 460 and LS 460 L were US $ 61 @,"[853, 34, 204, 25, 390, 493, 25, 62, 25, 2995, 4102, 312, 248, 204, 853, 34, 31586, 204, 27496, 273, 31586, 204, 27496, 393, 646, 1571, 204, 15, 204, 7892, 204, 43]", nooit,63825
 3 November and 12 April 1943. Her armament was,"[204, 30, 3895, 273, 204, 928, 3242, 204, 5387, 30, 204, 25, 2783, 4523, 1639, 398]", Vanderbilt,50369
" more often performed there by his deputy, the","[520, 1764, 6016, 629, 431, 545, 22959, 204, 23, 248]", bright,5429
" of Montreal, completed numerous surveys and maps of the North American frontier.","[275, 23160, 204, 23, 5326, 5593, 16632, 273, 11793, 275, 248, 3082, 2281, 38679, 204, 25]", initiated,21154
 feigned injury as the brief hamstring cramp was caused by drug abuse. The English sprinters had,"[566, 3793, 5967, 345, 248, 5849, 9933, 4351, 1228, 1006, 398, 5229, 431, 4800, 7783, 204, 25, 390, 3536, 6353, 25518, 618]",entlich,23759
"el Cove. This track, another old pony track, then zig","[286, 33908, 204, 25, 735, 2540, 204, 23, 1382, 1442, 30781, 2540, 204, 23, 832, 53246]",Advertising,60860
" writing that "" [ T ] he Red Queen told Alice that she","[2607, 325, 204, 13, 204, 70, 301, 204, 72, 332, 3509, 8971, 2276, 16597, 325, 674]", Alert,28840
", Sarah Ann Derbyshire, in 1836, and","[204, 23, 10617, 5142, 8337, 51908, 10760, 204, 23, 272, 204, 12315, 33, 204, 23, 273]", Dragon,14307
" approximately 32 @,@ 000 artifacts, international in scope, which include ship models, scrimshaw, maritime paintings,","[7122, 204, 2485, 204, 43, 23, 43, 204, 1321, 28580, 204, 23, 3502, 272, 9746, 204, 23, 585, 1965, 5938, 4287, 204, 23, 641, 3681, 43475, 204, 23, 33191, 15091, 204, 23]", Clemson,57504
 Bratislava is twinned with ,"[60098, 4739, 3269, 304, 748, 14092, 335, 204]", OV,59459
 concentrated German mortar fire as the Sherbrooke Fusiliers de @,"[20664, 6438, 33185, 2858, 345, 248, 9608, 7583, 3141, 378, 359, 2211, 358, 336, 204, 43]", vuole,50976
 nor usually are there any audible pauses between words. Segments therefore are distinguished by their distinct sounds which are,"[6044, 2767, 362, 629, 607, 48940, 61455, 1192, 2489, 204, 25, 22486, 806, 4859, 362, 21780, 431, 525, 7592, 4914, 585, 362]", Marijuana,44429
 value of the coins close to their face value ,"[1881, 275, 248, 12774, 2469, 271, 525, 1936, 1881, 204]", Architecture,20244
 captured. The German army celebrated the victory and demonstrated its might with a major,"[12302, 204, 25, 390, 6438, 9950, 14374, 248, 9071, 273, 11433, 701, 1295, 335, 241, 2084]",381,39215
 and Android devices. The game combines,"[273, 6277, 4398, 204, 25, 390, 1404, 16652]", voir,17811
" days later, having found work, she returns to Puncak to pick up Hadidjah and take her to Batavia. However,","[1522, 2185, 204, 23, 1728, 1217, 633, 204, 23, 674, 6930, 271, 337, 5061, 452, 271, 2421, 510, 13380, 300, 46435, 273, 980, 573, 271, 10952, 23257, 204, 25, 2071, 204, 23]",<<,503
 the plant family Proteaceae endemic to Australia.,"[248, 3293, 1443, 35587, 53635, 47692, 271, 5403, 204, 25]",dos,37247
" contempt, at worst with hostility ","[31521, 204, 23, 388, 7290, 335, 44944, 204]", Ames,63367
 Bechirian. It went straight to number one in Ireland on its release on 14 October 2005 and to date has sold five @,"[1323, 327, 330, 715, 204, 25, 605, 2129, 3907, 271, 1386, 532, 272, 9226, 313, 701, 3586, 313, 204, 1279, 3692, 204, 853, 32, 273, 271, 2831, 504, 3704, 2505, 204, 43]",foreign,60550
ling one member of the audience at one point. Still photos of Minaj were projected on video screens with,"[1366, 532, 3281, 275, 248, 5111, 388, 532, 1151, 204, 25, 8933, 4009, 275, 2387, 1139, 646, 19360, 313, 2028, 10951, 335]", rebellion,35522
 rise in antisemitism in France. One,"[5923, 272, 40455, 357, 32806, 272, 5582, 204, 25, 2146]", Horm,43408
" During the war, the Hungarian government resettled some of its pre @-@ war population in","[6599, 248, 2694, 204, 23, 248, 36700, 2183, 560, 2343, 1046, 596, 275, 701, 634, 204, 43, 24, 43, 2694, 4558, 272]",90,2687
" Church is representative of a "" simple design and","[5222, 304, 11093, 275, 241, 204, 13, 2299, 1168, 273]", Bites,60960
"s Greatest Hits : My Prerogative [... ] captured the highlights from Britney's heyday, but lacks the more mature","[94, 39751, 46626, 204, 37, 1814, 3326, 8152, 998, 204, 70, 204, 951, 204, 72, 12302, 248, 11186, 427, 53400, 204, 18, 94, 19291, 865, 204, 23, 480, 23508, 248, 520, 12819]",cerin,57519
"11th funniest moment in video games by Rich Knight of Complex in 2012 ), Friendship and Babality finishing moves, and the ceiling ","[1069, 420, 57057, 2238, 272, 2028, 2106, 431, 4969, 19134, 275, 20995, 272, 204, 626, 29, 204, 20, 204, 23, 51915, 273, 13916, 1276, 13168, 8638, 204, 23, 273, 248, 12612, 204]",ulance,26571
 his mission to Northumbria. He was a member of the Gregorian mission which came to England to,"[545, 5276, 271, 3082, 2569, 5095, 204, 25, 707, 398, 241, 3281, 275, 248, 12083, 30129, 5276, 585, 2001, 271, 6118, 271]", Han,13242
" operatic "". He also said, "" Its lyrics are the blow @-@ up @-@ your @-@","[1556, 1811, 204, 13, 204, 25, 707, 614, 746, 204, 23, 204, 13, 6054, 16863, 362, 248, 10137, 204, 43, 24, 43, 510, 204, 43, 24, 43, 402, 204, 43, 24, 43]", cohort,24434
"y Stadium, London. It was the","[100, 16961, 204, 23, 4414, 204, 25, 605, 398, 248]",includ,4053
 25 feet ( 7 @.@ 6 m ),"[204, 1395, 3827, 204, 19, 204, 34, 204, 43, 25, 43, 204, 33, 266, 204, 20]", tort,10102
" na no "" ( なの ","[2326, 658, 204, 13, 204, 19, 204, 44785, 24693, 204]",cream,33301
" actual score is irrelevant, only the","[4215, 5179, 304, 23981, 204, 23, 736, 248]", cons,749
" Bedells took over from Pollard as his stage partner, with Anita Elson and Leon Errol as","[8278, 6437, 2065, 648, 427, 18765, 435, 345, 545, 4204, 4386, 204, 23, 335, 39832, 2346, 1799, 273, 13673, 3705, 1338, 345]", Vin,10909
" Bill Caraher ( University of North Dakota ), with support from","[6216, 59717, 372, 204, 19, 2000, 275, 3082, 19723, 204, 20, 204, 23, 335, 1164, 427]",tone,21029
. The Founder's Award is given by Order of the Arrow lodges in honor of OA co @-@ founders Goodman and Edson.,"[25, 390, 25234, 204, 18, 94, 7527, 304, 2132, 431, 8059, 275, 248, 33815, 21301, 2771, 272, 8475, 275, 54272, 739, 204, 43, 24, 43, 25834, 45672, 273, 2625, 1799, 204, 25]", Meng,56037
